name,album,artist,id,release_date,pop,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,Genre
Uprising,The Resistance,Muse,4VqPOruhp5EdPBeR92t6lQ,10/09/2009,75,304840,0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,2,4,Energetic,rock
Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,1/01/2012,68,281960,0.236,0.811,0.249,1.00E-06,0.087,0.181,-9.595,0.0348,72.847,6,5,Sad,pop
Video Killed The Radio Star,The Age Of Plastic,The Buggles,7o7E1nrHWncYY7PY94gCiX,10/01/1980,71,252773,0.68,0.103,0.678,0.00828,0.204,0.251,-11.548,0.0754,131.165,1,4,Happy,pop
Virtual Insanity - Remastered,High Times - The Singles 1992 - 2006,Jamiroquai,0dCr3qIupWh36ilLjRHi4P,6/11/2006,0,228333,0.651,0.13,0.946,0,0.148,0.508,-4.717,0.101,91.911,6,4,Happy,pop
Voices,The Sickness (10th Anniversary Edition),Disturbed,47H4oc7Zkihwae7ST7F4zp,12/03/2010,54,191960,0.589,0.000116,0.983,0.00211,0.0628,0.469,-2.521,0.121,110.007,10,4,Energetic,metal
Waiting,Skisser,Alice Boman,7eClkLWbrr3TorYedzaDkI,22/05/2013,0,184320,0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,8,4,Sad,rock
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,27YP211Rr8RezhiFVDLFI8,19/10/2018,56,247504,0.507,0.00731,0.887,0,0.562,0.336,-4.084,0.141,128.015,5,4,Energetic,edm
War,Rivals,Kensington,3h1in20DlO5KaSP1vLED90,8/08/2014,0,176652,0.641,0.079,0.806,0.00158,0.0708,0.721,-6.281,0.0323,125.987,8,4,Happy,rock
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,6AKWOVOJ81OQfsgxZbJ6QN,4/09/2015,63,224906,0.485,2.08E-05,0.987,0,0.267,0.272,-3.1,0.0738,123.576,4,4,Energetic,metal
Watersong,Wings Of Joy (Expanded Edition),Cranes,60kgQtJNMGRaFfzwy18XUY,1991,35,231506,0.656,0.809,0.102,0.788,0.0874,0.595,-20.337,0.0373,118.373,4,3,Sad,pop
We Are Your Friends - Justice Vs Simian,We Are Your Friends,Simian,49ErwcBYfYRPNBdRuPvpYA,1/01/2006,62,262773,0.615,0.0104,0.97,0.384,0.178,0.507,1.342,0.119,122.993,9,4,Happy,edm
We Wait,For Their Love,Other Lives,3QeaXGKRvt8cfHdrfdk5pL,24/04/2020,39,221662,0.387,0.654,0.577,0.127,0.163,0.447,-8.259,0.0353,149.048,1,4,Sad,rock
Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,42GP0xKtkolBnmqQRvSllO,15/01/2005,64,374973,0.442,0.00648,0.951,1.12E-06,0.0887,0.158,-5.27,0.11,154.004,11,4,Energetic,rock
"Welcome Home, Son",Ghost,Radical Face,13PUJCvdTSCT1dn70tlGdm,2/03/2007,0,285320,0.601,0.743,0.537,0.732,0.143,0.394,-9.464,0.0296,144.994,6,3,Sad,folk
What I Like About You,What I Like About You (And Other Romantic Hits),The Romantics,6NdcSEhpGGAYXNnnhGS2s6,1990,68,175400,0.542,0.319,0.915,5.34E-05,0.171,0.92,-9.637,0.0549,159.81,9,4,Happy,rock
What You Love You Must Love Now,Everywhere And Right Here,The Six Parts Seven,3L0fPX8biELkH57fF3Exkd,16/08/2004,59,322160,0.256,0.367,0.456,0.881,0.119,0.0682,-10.865,0.0306,70.357,4,4,Calm,rock
What's Good,What's Good,Fenne Lily,6OBl3esnGuz8PllwDWinWS,17/03/2017,49,216875,0.542,0.935,0.0957,6.40E-06,0.182,0.259,-14.518,0.0404,134.739,8,4,Sad,rock
Where Your Mind Wants to Go - RONE Remix,Where Your Mind Wants to Go (RONE Remix),Blonde Redhead,4pODZqgdj6Iwci7jruY5xf,10/08/2018,14,336481,0.651,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,10,4,Sad,pop
Whiskey In The Jar,"Garage, Inc.",Metallica,77gY3WsOnEsq9JOWgBmdLj,24/11/1998,0,304893,0.511,5.36E-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,10,4,Energetic,rock
White Lies,We Sound Electric,Stacy Crowne,0BvlCuNiWLE78NiZCiUxM7,4/10/2019,18,208353,0.336,0.00797,0.88,0,0.445,0.485,-5.675,0.0739,155.004,6,4,Energetic,rock
Whitehaven,Whitehaven,Martèn LeGrand,2WuNoTD5hLhu1yVgMarTFq,31/07/2020,28,219000,0.498,0.983,0.18,0.928,0.0924,0.038,-19.819,0.0426,77.407,4,3,Calm,classical
Why Can't We Be Friends?,Why Can't We Be Friends?,War,413T0g8pNNXYX6t5RqHvx7,1/01/1975,58,230066,0.776,0.19,0.714,0,0.506,0.962,-9.044,0.0388,92.448,10,4,Happy,classical
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,2Fgo49RzWsVWKcwAksPWq8,19/10/2018,35,218200,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,5,4,Energetic,edm
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1wHSxWBfPr3GO31y8KGrWe,12/09/1975,0,334743,0.481,0.735,0.262,0.0114,0.832,0.375,-15.73,0.0414,122.883,7,4,Sad,rock
Words I Heard,Words I Heard,Julia Holter,12nUGGcjJgQYkGawzk0rJp,17/10/2018,18,399012,0.124,0.228,0.347,0.00325,0.147,0.16,-11.392,0.0335,76.868,1,4,Sad,pop
Worlds Collide - Edison Cole Remix,Worlds Collide (Remixes),NERVO,3JqpIjrQfmW68YkpxXWPL4,22/11/2019,55,192413,0.631,0.0149,0.862,6.23E-05,0.103,0.438,-4.114,0.0515,145.01,8,4,Happy,edm
Would You Rather,Stranger in the Alps,Phoebe Bridgers,4ctEt5qumxA8RuzdeQagkk,22/09/2017,49,199080,0.482,0.936,0.363,0.000109,0.104,0.261,-10.926,0.0309,135.779,10,4,Sad,pop
Wrong Way,Sublime Greatest Hits,Sublime,6uUqBB6wXrcIJWssTRfIYE,9/11/1999,1,136360,0.663,0.0655,0.671,0,0.107,0.955,-6.103,0.0395,74.453,9,4,Energetic,rock
Yam Yam,Yam Yam,No Vacation,1j56M8iOGH48yuKqj64qGK,12/05/2017,0,216038,0.445,0.319,0.591,0.766,0.107,0.0774,-9.004,0.0316,137.864,7,4,Sad,rock
You Can't Rely on My Love,You Can't Rely on My Love,Mordkey,6Nl2wvFyKjiyPKrhE4Rth1,4/05/2018,52,188571,0.686,0.0534,0.775,9.39E-06,0.44,0.454,-7.247,0.185,126.013,11,4,Happy,edm
You Get What You Give,Maybe You've Been Brainwashed Too,New Radicals,32lF1rsInDTdK6Av3KdfaY,1/01/1998,1,300773,0.621,0.17,0.901,0,0.0875,0.744,-5.396,0.0302,113.967,2,4,Happy,rock
You Were Bored,You Were Bored,Loyal Lobos,5BIWF6L3DnPkcuEuZmLHDz,15/07/2020,36,263080,0.291,0.781,0.419,0.00433,0.113,0.0613,-10.33,0.0305,114.935,6,4,Sad,rock
"You're Gonna Go Far, Kid",rock,Various Artists,7oypoJJHZOALqQlGKpTefk,22/07/2014,0,178333,0.547,0.00485,0.877,0,0.247,0.611,-5.135,0.0658,126.083,9,4,Energetic,metal
You're My Best Friend - Remastered 2011,Queen 40 Limited Edition Collector's Box Set,Queen,4vEXJ6NvEwS8ptynkNswaa,1/01/2011,57,170800,0.518,0.158,0.761,0.00765,0.0715,0.576,-7.025,0.0452,118.738,0,4,Happy,rock
Youth,The Wild Youth EP,Daughter,1JDMO4EVPHtm0xXhJb2IjR,29/02/2012,0,251626,0.588,0.61,0.477,0.00188,0.122,0.488,-12.71,0.0492,150.396,9,4,Sad,pop
blue,blue,Kamal.,7pt64sepCy5QmDrgy9wOJS,20/05/2020,58,184500,0.725,0.668,0.258,2.63E-05,0.0955,0.173,-14.065,0.255,127.876,11,3,Sad,pop
comethru,"summer,",Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,28/09/2018,78,181613,0.795,0.607,0.178,0,0.623,0.608,-11.991,0.0574,93.982,0,4,Sad,alt z
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,8/05/2020,68,184505,0.535,0.771,0.359,0,0.111,0.488,-9.343,0.0607,154.163,2,4,Sad,alt z
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,19/04/2018,88,200185,0.351,0.934,0.296,0,0.095,0.12,-10.109,0.0333,115.284,4,4,Sad,pop
no song without you,no song without you,HONNE,3KKUf8F2hktFscLgbH4YwR,12/06/2020,75,161536,0.778,0.463,0.462,0.583,0.11,0.817,-12.729,0.0359,105.45,0,4,Sad,pop
pass you by,the voicenotes,Alaina Castillo,4NVwMupCTfITPXetR5aozp,24/04/2020,60,245945,0.51,0.892,0.355,0,0.133,0.453,-6.883,0.0287,141.796,11,4,Sad,r&b
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,29/03/2019,87,196077,0.367,0.978,0.111,3.97E-05,0.0897,0.198,-14.084,0.0972,82.642,4,4,Sad,pop
yellow is the color of her eyes,yellow is the color of her eyes,Soccer Mommy,4D3nttJPU6L0M2epr7sId6,19/11/2019,5,435080,0.452,0.757,0.515,0.12,0.14,0.191,-7.351,0.0255,80.537,11,4,Sad,pop
you broke me first,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,17/04/2020,87,169265,0.642,0.786,0.374,0,0.0906,0.0799,-9.386,0.0545,124.099,4,4,Sad,alt z
you were good to me,brent,Jeremy Zucker,4CxFN5zON70B3VOPBYbd6P,3/05/2019,76,219146,0.561,0.913,0.0848,2.62E-05,0.112,0.206,-15.099,0.0404,102.128,2,4,Sad,alt z
