name,artist,year,bpm,energy,dance,dB,liveness,valence,duration,acousticness,speechiness ,pop,genre,mood
Bad and Boujee (feat. Lil Uzi Vert),Migos,2017,127,67,93,-5,12,17,343,6,24,75,"atl hip hop, hip hop, pop rap, rap, trap",Angry
Bad At Love,Halsey,2017,118,75,68,-4,9,61,181,6,3,75,"electropop, etherpop, indie poptimism, pop",Happy
Bartender (feat. Akon),T-Pain,2007,105,39,83,-9,22,44,239,6,6,75,"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",Sad
Beautiful Liar,Beyoncï¿,2007,92,75,76,-4,16,42,200,1,7,75,"pop, r&b",Angry
Blue Jeans,GANGGA,2020,114,30,64,-11,18,29,211,94,3,75,"indonesian lo fi pop, indonesian pop, indonesian singer songwriter",Sad
Boulevard of Broken Dreams,Green Day,2004,167,68,49,-4,4,51,261,0,3,75,"modern rock, permanent wave, punk, rock",Happy
Breaking the Habit,Linkin Park,2003,100,85,58,-5,9,58,197,11,3,75,"alternative metal, nu metal, post grunge, rap metal, rock",Happy
Breezeblocks,alt-J,2012,150,66,62,-7,21,29,227,10,3,75,"indie rock, indietronica, modern alternative rock, modern rock, rock",Angry
Build a Bitch,Bella Poarch,2021,103,46,86,-7,35,87,123,22,4,75,modern alternative pop,Calm
Cool Kids,Echosmith,2013,130,67,72,-6,12,79,238,4,3,75,"electropop, indie poptimism, viral pop",Happy
Dangerously,Charlie Puth,2016,112,52,70,-8,20,23,199,36,4,75,"pop, viral pop",Angry
Disco Inferno,50 Cent,2005,97,66,93,-5,28,71,214,21,23,75,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",Happy
Fake Love,Drake,2017,134,48,93,-9,18,61,211,11,29,75,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Calm
Finesse - Remix: feat. Cardi B,Bruno Mars,2017,105,86,70,-5,2,93,217,2,10,75,"dance pop, pop",Happy
Foolish,Ashanti,2002,90,70,67,-6,11,71,227,35,5,75,"dance pop, hip pop, r&b, urban contemporary",Happy
Forever,Drake,2009,104,91,46,-2,18,54,358,25,34,75,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Happy
Hangover,Taio Cruz,2011,128,88,61,-3,7,61,245,1,4,75,"dance pop, pop, pop rap",Happy
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,2011,128,91,60,-3,26,76,234,4,9,75,"dance pop, miami hip hop, pop",Happy
Hot N Cold,Katy Perry,2008,132,84,71,-4,7,86,220,0,4,75,pop,Happy
dance,Arctic Monkeys,2006,103,95,54,-4,38,78,174,0,4,75,"garage rock, modern rock, permanent wave, rock, sheffield indie",Happy
I Wanna Love You,Akon,2006,100,45,87,-9,28,37,247,4,4,75,dance pop,Sad
La Camisa Negra,Juanes,2004,97,73,75,-4,6,97,217,8,3,75,"colombian pop, latin pop, mexican pop, rock en espanol",Happy
Last Nite,The Strokes,2001,104,91,62,-6,8,77,193,3,3,75,"alternative rock, garage rock, modern rock, permanent wave, rock",Happy
house,Ed Sheeran,2011,160,64,59,-8,13,56,185,56,10,75,"pop, singer songwriter pop, uk pop",Happy
Loba,Shakira,2009,122,71,85,-8,8,78,189,40,5,75,"colombian pop, dance pop, latin pop, pop",Happy
Love Lies (with Normani),Khalid,2018,144,65,71,-6,13,34,202,10,4,75,"pop, pop r&b",Angry
Love Song,Sara Bareilles,2007,123,79,58,-3,19,57,259,2,3,75,"acoustic pop, ectofolk, lilith, neo mellow, pop rock, post teen pop",Happy
Loyal (feat. Lil Wayne & Tyga),Chris Brown,2014,99,52,84,-6,19,62,265,2,5,75,"r&b, rap",Happy
Lust For Life (with The Weeknd),Lana Del Rey,2017,100,66,50,-9,36,26,264,60,5,75,"art pop, pop",Angry
Meet Me Halfway,Black Eyed Peas,2009,130,63,80,-7,32,40,284,0,7,75,"dance pop, pop, pop rap",Angry
Moth To A Flame (with The Weeknd),house,2022,120,66,54,-7,11,11,234,0,4,75,"edm, pop dance, progressive electro house",Angry
My Band,D12,2004,120,85,85,-3,12,84,299,50,8,75,"detroit hip hop, gangster rap, hip hop",Happy
My Love (feat. T.I.),Justin Timberlake,2006,120,68,77,-6,68,81,276,28,22,75,"dance pop, pop",Happy
Never Forget You,Zara Larsson,2017,146,73,58,-6,27,28,213,0,5,75,"pop, scandipop, swedish electropop, swedish pop",Angry
Obsessed,Mariah Carey,2009,86,47,74,-6,83,37,242,5,6,75,"dance pop, pop, urban contemporary",Sad
OMG (feat. will.i.am),Usher,2010,130,75,78,-6,36,33,269,20,3,75,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Angry
On The Floor - Radio Edit,Jennifer Lopez,2011,130,69,76,-6,14,44,231,8,8,75,"dance pop, pop, urban contemporary",Angry
Papaoutai,Stromae,2013,116,81,73,-7,6,25,232,3,8,75,"belgian pop, g house",Angry
Paparazzi,Lady Gaga,2008,115,69,76,-4,9,40,208,11,4,75,"art pop, dance pop, pop",Angry
rock,LMFAO,2011,130,74,75,-4,27,35,262,2,16,75,"dance pop, pop, pop rap",Angry
Please Me,Cardi B,2019,134,57,75,-7,8,65,201,6,8,75,"pop, rap",Happy
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,2014,123,88,76,-6,60,80,189,2,3,75,"french indie pop, french rock",Happy
Rather Be (feat. Jess Glynne),Clean Bandit,2014,121,59,80,-7,19,55,228,16,4,75,"pop, uk dance, uk funky",Happy
Run It! (feat. Juelz Santana),Chris Brown,2005,101,48,85,-7,39,21,230,2,13,75,"r&b, rap",Sad
S&M,Rihanna,2010,128,68,77,-5,10,83,244,1,4,75,"barbadian pop, pop, urban contemporary",Happy
Send My Love (To Your New Lover),Adele,2015,164,53,69,-8,17,57,223,4,9,75,"british soul, pop, pop soul, uk pop",Happy
She Looks So Perfect,5 Seconds of Summer,2014,160,95,49,-4,33,44,202,0,13,75,"boy band, pop",Angry
"Sit Still, Look Pretty",Daya,2016,91,73,85,-4,43,72,208,29,11,75,"alt z, pop",Happy
Suddenly I See,KT Tunstall,2005,100,77,59,-6,11,66,202,23,4,75,"ectofolk, lilith, neo mellow, pop rock, scottish singer songwriter",Happy
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,2013,126,81,57,-6,13,11,215,2,6,75,"art pop, pop",Angry
Superheroes,The Script,2014,167,89,49,-4,7,64,245,0,4,75,"celtic rock, pop",Happy
Sweet Nothing (feat. Florence Welch),Calvin Harris,2012,128,93,57,-4,6,58,213,20,11,75,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Happy
Symphony (feat. Zara Larsson),Clean Bandit,2017,123,63,71,-5,14,46,212,26,6,75,"pop, uk dance, uk funky",Angry
Teenage Dirtbag,Wheatus,1999,95,85,63,-4,17,63,242,35,5,75,pop rock,Happy
Teenage Dream,Katy Perry,2010,120,80,72,-5,13,59,228,2,4,75,pop,Happy
Telephone,Lady Gaga,2009,122,84,82,-6,11,72,221,1,4,75,"art pop, dance pop, pop",Happy
Thank You,Dido,1999,80,58,73,-10,7,76,218,30,4,75,"dance pop, europop, lilith, neo mellow, pop rock",Happy
Therefore I Am,Billie Eilish,2020,94,34,89,-8,6,72,174,22,7,75,"art pop, pop",Calm
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018,92,81,65,-4,17,55,211,19,5,75,"pop dance, uk dance, uk funky",Happy
Trip,Ella Mai,2018,80,61,48,-6,11,36,214,23,14,75,"r&b, rap, uk contemporary r&b",Angry
We Belong Together,Mariah Carey,2005,140,48,84,-8,9,77,201,3,6,75,"dance pop, pop, urban contemporary",Calm
We're Good,Dua Lipa,2021,134,59,72,-6,18,59,166,3,5,75,"dance pop, pop, uk pop",Happy
What the Hell,Avril Lavigne,2011,150,93,58,-4,14,88,221,0,5,75,"canadian pop, candy pop, dance pop, pop",Happy
What You Know,Two Door Cinema Club,2010,139,75,55,-4,9,83,190,0,4,75,"indie rock, indietronica, irish rock, modern alternative rock, modern rock, northern irish indie",Happy
Whatever You Like,T.I.,2008,150,69,68,-6,26,47,250,2,7,75,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Angry
When The Sun Goes Down,Arctic Monkeys,2006,169,88,35,-5,12,41,202,3,20,75,"garage rock, modern rock, permanent wave, rock, sheffield indie",Angry
Where Are ï¿½ï¿½ Now (with Justin Bie,Jack ï¿,2015,139,78,43,-4,8,20,250,4,6,75,"edm, electro house, pop dance",Angry
Worth It (feat. Kid Ink),Fifth Harmony,2015,100,77,88,-4,12,59,225,6,9,75,"girl group, pop, talent show",Happy
Afterglow,Ed Sheeran,2020,110,32,64,-6,33,27,185,70,3,74,"pop, singer songwriter pop, uk pop",Sad
Antidote,Travis Scott,2015,131,53,71,-5,12,13,263,1,3,74,"hip hop, rap, slap house",Angry
Anyone,Justin Bieber,2021,116,54,69,-8,11,58,191,18,3,74,"canadian pop, pop",Happy
Apologize,Timbaland,2007,118,60,65,-6,10,10,184,3,3,74,"dance pop, pop, pop rap",Angry
At My Worst,Pink Sweat$,2020,92,42,81,-6,13,67,170,78,3,74,bedroom soul,Calm
Back To December,Taylor Swift,2010,142,61,52,-6,32,30,293,2,3,74,pop,Angry
Baila Conmigo (with Rauw Alejandro),Selena Gomez,2021,150,54,82,-7,10,66,186,2,7,74,"pop, post teen pop",Happy
Because of You,Kelly Clarkson,2004,140,58,59,-5,12,15,219,25,3,74,"dance pop, pop, talent show",Angry
Billionaire (feat. Bruno Mars),Travie McCoy,2010,87,67,63,-6,21,66,211,30,26,74,pop rap,Happy
Bodak Yellow,Cardi B,2018,125,70,93,-6,23,49,224,7,10,74,"pop, rap",Angry
Bottoms Up (feat. Nicki Minaj),Trey Songz,2010,74,60,84,-5,39,33,242,2,16,74,"dance pop, r&b, southern hip hop, trap, urban contemporary",Angry
Bubbly,Colbie Caillat,2007,128,48,69,-7,12,26,196,59,4,74,"dance pop, neo mellow, pop",Sad
Burn,Usher,2004,120,48,80,-7,12,69,232,31,11,74,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Calm
Butterfly,Crazy Town,1999,104,81,74,-4,11,61,217,0,8,74,"alternative metal, funk metal, nu metal, post grunge, rap rock",Happy
Caroline,Aminï¿,2017,120,34,94,-10,26,71,210,17,51,74,"pop rap, portland hip hop, rap, underground hip hop",Calm
Come & Get It,Selena Gomez,2013,80,79,55,-4,8,57,232,1,5,74,"pop, post teen pop",Happy
Controlla,Drake,2016,92,47,59,-11,10,35,245,8,19,74,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Sad
Dangerous,Kardinal Offishall,2008,117,79,95,-6,8,81,246,0,8,74,canadian old school hip hop,Happy
Don't,Ed Sheeran,2014,95,61,81,-7,64,85,220,1,7,74,"pop, singer songwriter pop, uk pop",Happy
double take,dhruv,2019,109,44,46,-11,22,21,172,84,9,74,nyc pop,Sad
Drunk in Love (feat. Jay-Z),Beyoncï¿,2014,140,62,58,-7,18,40,323,1,5,74,"pop, r&b",Angry
ýýchame La Culpa,Luis Fonsi,2017,96,90,73,-4,12,65,174,4,4,74,"latin pop, puerto rican pop",Happy
Far Away,Nickelback,2005,133,80,52,-5,11,29,238,0,3,74,"alternative metal, canadian rock, post grunge",Angry
Genie In a Bottle,Christina Aguilera,1999,176,80,63,-7,14,91,218,21,17,74,"dance pop, pop",Happy
Giant (with Rag'n'Bone Man),Calvin Harris,2019,122,89,81,-4,8,61,229,2,4,74,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Happy
Good Life,OneRepublic,2009,95,69,63,-8,13,65,253,8,5,74,"piano rock, pop",Happy
Grace,Lewis Capaldi,2019,104,56,72,-6,17,49,186,44,3,74,"pop, uk pop",Angry
Grace Kelly,MIKA,2006,122,83,68,-6,36,67,188,2,5,74,electropop,Happy
Green Light,Lorde,2017,129,72,59,-8,9,25,235,2,10,74,"art pop, metropopolis, nz pop, pop",Angry
Heroes (we could be),Alesso,2015,126,75,50,-4,34,36,210,3,6,74,"dance pop, edm, pop, pop dance, progressive electro house",Angry
I Know What You Did Last Summer,Shawn Mendes,2015,114,76,69,-5,15,74,224,10,9,74,"canadian pop, pop, viral pop",Happy
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,2002,86,76,65,-4,65,52,324,1,31,74,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",Happy
I Need Your Love (feat. Ellie Goulding),Calvin Harris,2012,125,87,70,-5,24,58,235,41,5,74,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Happy
I'm with You,Avril Lavigne,2002,152,41,46,-7,12,21,223,8,3,74,"canadian pop, candy pop, dance pop, pop",Sad
Jar of Hearts,Christina Perri,2011,75,35,35,-6,12,9,247,73,3,74,pop,Sad
Leave a Light On,Tom Walker,2017,69,62,59,-6,13,27,186,2,11,74,"indie anthem folk, uk pop",Angry
Lemonade,Internet Money,2020,140,66,80,-6,11,47,195,26,8,74,"pop rap, trap",Angry
Life Is Good (feat. Drake),Future,2020,142,57,80,-7,15,54,238,7,49,74,"atl hip hop, hip hop, rap, southern hip hop, trap",Happy
Love in This Club (feat. Young Jeezy),Usher,2008,140,71,57,-6,17,35,260,6,7,74,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Angry
LoveGame,Lady Gaga,2008,105,68,89,-6,32,84,216,1,5,74,"art pop, dance pop, pop",Happy
Money,Cardi B,2018,130,59,95,-7,11,22,184,1,29,74,"pop, rap",Angry
Mr. Saxobeat - Radio Edit,Alexandra Stan,2011,127,93,73,-4,14,80,195,2,5,74,romanian pop,Happy
No Air (feat. Chris Brown),Jordin Sparks,2007,160,76,47,-5,6,33,264,5,20,74,"dance pop, pop, post teen pop",Angry
Primadonna,MARINA,2012,128,69,66,-3,9,43,221,9,3,74,"metropopolis, pop, pov: indie, uk alternative pop",Angry
Reality,Lost Frequencies,2015,122,70,71,-8,7,60,159,2,3,74,"belgian edm, edm, pop dance, tropical house",Happy
Remember the Name (feat. Styles of Beyond),Fort Minor,2005,85,84,69,-4,8,88,230,6,9,74,rap rock,Happy
Replay,Iyaz,2009,91,75,71,-6,17,20,182,17,7,74,"dance pop, pop rap, post teen pop",Angry
Rise,Jonas Blue,2018,106,79,69,-5,20,66,194,33,3,74,"pop, pop dance, tropical house, uk dance",Happy
River (feat. Ed Sheeran),Eminem,2017,90,75,75,-6,7,66,221,14,52,74,"detroit hip hop, hip hop, rap",Happy
Roar,Katy Perry,2013,180,77,55,-5,35,46,224,0,4,74,pop,Angry
Shape of My Heart,pop,2000,96,79,57,-4,16,52,230,25,3,74,backing track,Happy
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,2019,120,51,89,-5,14,57,177,3,42,74,"memphis hip hop, rap",Happy
Since U Been Gone,Kelly Clarkson,2004,131,74,66,-5,11,38,189,0,3,74,"dance pop, pop, talent show",Angry
Sky Walker (feat. Travis Scott),Miguel,2017,146,51,67,-11,9,18,259,17,4,74,r&b,Angry
Slide (feat. Frank Ocean & Migos),Calvin Harris,2017,104,80,74,-3,25,51,231,50,5,74,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Happy
SOS (feat. Aloe Blacc),Avicii,2019,100,65,80,-6,12,38,157,27,7,74,"dance pop, edm, pop, pop dance",Angry
Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,2011,126,95,58,-4,10,59,218,0,5,74,"baroque pop, electropop, modern rock, uk alternative pop",Happy
Taki Taki (feat. Selena Gomez & Ozuna & Cardi B),DJ Snake,2019,96,80,84,-4,6,62,213,16,23,74,"dance pop, edm, electronic trap, pop, pop dance",Happy
The One That Got Away,Katy Perry,2012,134,79,69,-4,20,86,227,0,4,74,pop,Happy
Unsteady,X Ambassadors,2015,117,67,39,-6,12,20,194,18,6,74,"modern alternative rock, modern rock, stomp pop",Angry
Whatï¿½ï¿½ï¿½,Drake,2021,130,59,78,-7,16,6,178,1,5,74,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Angry
When You Love Someone,James TW,2019,126,45,68,-6,5,35,217,26,3,74,"british singer songwriter, uk pop",Sad
X Gon' Give It To Ya,DMX,2007,95,90,76,-3,7,67,218,1,18,74,"detroit hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",Happy
Yo (Excuse Me Miss),Chris Brown,2005,87,61,54,-6,21,57,229,12,27,74,"r&b, rap",Happy
You,Lloyd,2007,130,88,41,-6,30,70,273,10,47,74,"hip pop, r&b, southern hip hop, trap, urban contemporary",Happy
03' Bonnie & Clyde,JAY-Z,2002,90,68,76,-5,15,33,206,23,31,73,"east coast hip hop, gangster rap, hip hop, pop rap, rap",Angry
Alejandro,Lady Gaga,2009,99,79,62,-7,38,36,274,0,5,73,"art pop, dance pop, pop",Angry
Alone,Marshmello,2016,142,95,63,-4,11,42,274,2,3,73,"brostep, edm, pop, progressive electro house",Angry
A-Punk,Vampire Weekend,2008,175,82,55,-4,15,85,138,1,5,73,"baroque pop, chamber pop, garage rock, indie rock, indietronica, modern rock",Happy
Back To You,Selena Gomez,2018,102,68,60,-6,11,49,210,10,5,73,"pop, post teen pop",Angry
Bulletproof,La Roux,2009,123,88,67,-3,7,68,206,0,5,73,"alternative dance, electropop, indietronica, neo synthpop",Happy
Burnin' Up,Jonas Brothers,2008,114,95,67,-3,33,81,175,3,8,73,"boy band, pop",Happy
Cold (feat. Future),Maroon 5,2018,100,72,69,-6,5,41,234,14,11,73,pop,Angry
Crack A Bottle,Eminem,2009,170,87,52,-3,17,39,298,9,19,73,"detroit hip hop, hip hop, rap",Angry
Day 'N' Nite (Nightmare),Kid Cudi,2009,138,44,88,-6,12,80,221,46,7,73,"hip hop, ohio hip hop, pop rap, rap",Calm
do re mi,blackbear,2017,111,59,75,-6,12,17,212,1,5,73,pop,Angry
ELEMENT.,Kendrick Lamar,2017,190,71,75,-5,25,48,209,20,49,73,"conscious hip hop, hip hop, rap, west coast rap",Angry
Empire State of Mind (Part II) Broken Down,Alicia Keys,2009,93,37,48,-8,12,14,216,74,3,73,"neo soul, pop, r&b",Sad
Fetish (feat. Gucci Mane),Selena Gomez,2017,123,62,71,-4,6,27,186,2,6,73,"pop, post teen pop",Angry
Fire Burning,Sean Kingston,2009,123,80,84,-3,33,89,240,2,3,73,"dance pop, miami hip hop, pop",Happy
Hate That I Love You,Rihanna,2008,94,73,64,-5,10,73,219,32,9,73,"barbadian pop, pop, urban contemporary",Happy
High By The Beach,Lana Del Rey,2015,132,49,54,-11,12,10,258,24,3,73,"art pop, pop",Sad
Higher,Creed,1999,156,83,46,-6,21,43,317,0,4,73,"alternative metal, nu metal, post grunge",Angry
Home,Phillip Phillips,2012,121,83,61,-6,12,32,210,3,3,73,"folk pop, neo mellow, pop rock",Angry
How Do You Sleep?,Sam Smith,2019,111,68,48,-5,8,35,202,15,9,73,"pop, uk pop",Angry
Hurts So Good,Astrid S,2021,120,63,67,-5,9,42,209,8,5,73,"alt z, norwegian pop, pop, uk pop",Angry
pop,Diddy,2004,200,47,71,-7,3,78,286,42,48,73,detroit hip hop,Calm
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,2002,100,77,85,-5,6,96,188,1,19,73,"dance pop, pop, urban contemporary",Happy
Jumpman,Drake,2015,142,55,85,-7,33,66,206,6,19,73,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Happy
King,Years & Years,2015,120,86,56,-4,38,43,215,6,4,73,"dance pop, gauze pop, pop, pop dance, uk pop",Angry
Kiss Kiss (feat. T-Pain),Chris Brown,2007,140,66,73,-3,7,55,251,5,23,73,"r&b, rap",Happy
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,2011,146,68,77,-6,14,54,223,3,18,73,"r&b, rap",Happy
Never Say Never,Justin Bieber,2011,97,81,74,-5,30,63,228,2,7,73,"canadian pop, pop",Happy
On The Ground,ROSï¿,2021,189,61,31,-7,13,29,168,2,11,73,k pop,Angry
One Only,Pamungkas,2018,145,52,25,-6,9,11,255,22,3,73,"indonesian pop, indonesian singer songwriter",Angry
Otro Trago,Sech,2019,176,70,75,-5,11,62,226,14,34,73,"panamanian pop, reggaeton, trap latino, urbano latino",Happy
Party Up,DMX,1999,202,93,51,-3,50,53,269,7,35,73,"detroit hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",Happy
Pesan Terakhir,Lyodra,2021,120,36,52,-9,9,14,261,43,3,73,indonesian pop,Sad
Ride,Lana Del Rey,2012,94,69,37,-6,38,19,289,13,3,73,"art pop, pop",Angry
Right Now (Na Na Na),Akon,2008,138,86,83,-4,41,61,241,26,15,73,dance pop,Happy
Roses,Outkast,2003,109,71,75,-6,11,51,370,5,5,73,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",Happy
Same Old Love,Selena Gomez,2015,98,59,67,-4,21,44,229,2,3,73,"pop, post teen pop",Angry
She Doesn't Mind,Sean Paul,2012,120,78,72,-5,21,62,228,0,7,73,"dance pop, dancehall, pop, pop rap",Happy
She Hates Me,Puddle Of Mudd,2001,110,75,58,-5,75,58,217,1,3,73,"alternative metal, nu metal, post grunge",Happy
Shivers,Ed Sheeran,2021,141,86,79,-3,4,82,208,28,9,73,"pop, singer songwriter pop, uk pop",Happy
Skinny Love,Bon Iver,2008,76,26,59,-14,13,11,239,85,6,73,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",Sad
Someday,The Strokes,2001,106,53,54,-7,34,67,183,0,3,73,"alternative rock, garage rock, modern rock, permanent wave, rock",Happy
Someday,Nickelback,2003,163,86,46,-6,23,60,207,0,4,73,"alternative metal, canadian rock, post grunge",Happy
Taste (feat. Offset),Tyga,2018,98,56,88,-7,10,34,233,2,12,73,"hip hop, pop rap, rap, trap",Angry
Te Amo,Rihanna,2009,172,71,57,-5,10,75,208,54,8,73,"barbadian pop, pop, urban contemporary",Happy
Time to Pretend,MGMT,2007,101,94,44,-3,30,42,261,0,5,73,"alternative rock, indie rock, indietronica, modern rock, rock",Angry
Too Little Too Late,JoJo,2006,82,80,42,-5,8,73,222,1,6,73,"dance pop, pop, post teen pop",Happy
Trouble,Cage The Elephant,2015,78,62,47,-6,10,30,226,39,3,73,"modern alternative rock, modern rock, pov: indie, punk blues, rock",Angry
Tuesday (feat. Danelle Sandoval),Burak Yeter,2016,99,64,84,-6,5,68,242,2,7,73,electro house,Happy
U Got It Bad,Usher,2001,124,50,82,-5,7,65,248,2,3,73,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Happy
U Remind Me,Usher,2001,94,63,66,-5,25,73,267,19,8,73,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Happy
Unfaithful,Rihanna,2006,144,39,59,-9,23,35,227,84,3,73,"barbadian pop, pop, urban contemporary",Sad
Up,Cardi B,2021,166,80,87,-6,5,82,157,0,27,73,"pop, rap",Happy
Water Under the Bridge,Adele,2015,95,83,59,-7,11,54,240,1,6,73,"british soul, pop, pop soul, uk pop",Happy
We R Who We R,Kesha,2010,120,82,74,-5,12,65,205,1,4,73,"dance pop, pop",Happy
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,2006,76,72,69,-5,57,43,449,12,7,73,"dance pop, pop",Angry
Whatcha Say,Jason Derulo,2010,144,71,62,-6,14,71,221,4,8,73,"dance pop, pop",Happy
When I Grow Up,The Pussycat Dolls,2008,118,69,67,-6,40,37,246,0,5,73,"dance pop, girl group, pop",Angry
WITHOUT YOU (with Miley Cyrus),The Kid LAROI,2021,93,47,66,-6,10,47,161,17,3,73,australian hip hop,Sad
1 2 3 (feat. Jason Derulo & De La Ghetto),Sofï¿½ï¿½a R,2018,95,90,79,-3,5,79,202,17,6,72,"latin pop, latin viral pop, mexican pop, reggaeton",Happy
